"","yieldRapeseed","pollination"
"1320090",1.3400000333786,80.0444008257133
"1324381",1.3400000333786,87.4376513960719
"1324382",1.3400000333786,84.9413202331223
"1324383",1.3400000333786,86.7197409740092
"1324384",1.3400000333786,85.2492897863705
"1324386",1.3400000333786,86.5217288006838
"1324387",1.3400000333786,82.6301025996194
"1324388",1.3400000333786,82.4557576705567
"1324389",1.3400000333786,86.1639422893644
"1324390",1.3400000333786,86.1909971336847
"1324397",1.3400000333786,84.1517041178167
"1324398",1.3400000333786,85.3530346117148
"1324399",1.3400000333786,87.1857619884343
"1324400",1.3400000333786,86.7250498912014
"1324401",1.3400000333786,85.3786993765602
"1324414",1.3400000333786,83.7051380362785
"1328701",1.3400000333786,81.9566106943894
"1328702",1.3400000333786,79.863488596312
"1328703",1.3400000333786,83.4744334174961
"1328704",1.3400000333786,79.9339936245562
"1328706",1.3400000333786,83.5342871527266
"1328709",1.3400000333786,78.2910334659104
"1328710",1.3400000333786,79.3737046142716
"1328711",1.3400000333786,81.5924486213419
"1328712",1.3400000333786,78.1594214461572
"1328715",1.3400000333786,80.365543550127
"1328716",1.3400000333786,84.2035873545588
"1328717",1.3400000333786,82.8802267206543
"1328718",1.3400000333786,83.5426378378591
"1328719",1.3400000333786,85.2241138589416
"1328732",1.3400000333786,81.2173963003143
"1333019",1.3400000333786,86.827527969129
"1333020",1.3400000333786,85.666620145999
"1333021",1.3400000333786,81.1088506518804
"1333025",1.3400000333786,79.1405651874196
"1333028",1.3400000333786,79.5165321660611
"1333029",1.3400000333786,79.7798324485499
"1333030",1.3400000333786,75.6079648893323
"1333031",1.3400000333786,76.9244958771795
"1333032",1.3400000333786,73.3883029518126
"1333033",1.3400000333786,75.1190157683596
"1333036",1.3400000333786,85.9147423493041
"1333037",1.3400000333786,83.1565427586128
"1333040",1.3400000333786,79.3822453938857
"1333043",1.3400000333786,81.2999525600568
"1333052",1.3400000333786,81.1781983475355
"1333053",1.3400000333786,83.0005004315496
"1333054",1.3400000333786,83.877266555764
"1333056",1.3400000333786,88.5088770154632
"1333057",1.3400000333786,90.0177210286729
"1337339",1.3400000333786,82.6515287678037
"1337340",1.3400000333786,83.6221385203337
"1337341",1.3400000333786,88.4279948665878
"1337342",1.3400000333786,80.177916928084
"1337347",1.3400000333786,83.7625045204015
"1337348",1.3400000333786,77.9163398568146
"1337349",1.3400000333786,80.4081831388516
"1337350",1.3400000333786,80.6573951625145
"1337351",1.3400000333786,80.0010158268964
"1337352",1.3400000333786,77.1313834626727
"1337353",1.3400000333786,76.8706741827868
"1337356",1.3400000333786,82.0036354787766
"1337357",1.3400000333786,81.0448115034388
"1337358",1.3400000333786,80.3570518150283
"1337359",1.3400000333786,79.9084070096978
"1337360",1.3400000333786,82.0396400488531
"1337361",1.3400000333786,85.9020037870337
"1337363",1.3400000333786,88.2545851820267
"1337364",1.3400000333786,84.8484378386492
"1337379",1.3400000333786,85.3976187407932
"1341657",1.3400000333786,86.4586969994307
"1341659",1.3400000333786,84.6478316440796
"1341662",1.3400000333786,81.680286210685
"1341663",1.3400000333786,77.4414992239631
"1341664",1.3400000333786,83.9869421391417
"1341665",1.3400000333786,83.2650719330686
"1341666",1.3400000333786,83.6174001381992
"1341667",1.3400000333786,82.76671201628
"1341668",1.3400000333786,77.7857890098171
"1341669",1.3400000333786,79.115794043446
"1341671",1.3400000333786,79.3802264224545
"1341672",1.3400000333786,77.740685233552
"1341673",1.3400000333786,79.95264995446
"1341678",1.3400000333786,78.8846955499673
"1341681",1.3400000333786,75.6210396204116
"1341684",1.3400000333786,80.4145331818902
"1341693",1.3400000333786,89.2498310598564
"1345976",1.3400000333786,85.4780799018609
"1345977",1.3400000333786,81.381694856436
"1345978",1.3400000333786,76.682088319606
"1345979",1.3400000333786,72.8510339336643
"1345981",1.3400000333786,85.7493791407354
"1345984",1.3400000333786,77.9221110202294
"1345986",1.3400000333786,81.2571227688015
"1345987",1.3400000333786,85.6641621602548
"1345992",1.3400000333786,79.1418017898794
"1345993",1.3400000333786,82.468398361119
"1346002",1.3400000333786,81.5986584285351
"1346018",1.3400000333786,76.4896576822867
"1346020",1.3400000333786,87.2028062767559
"1350294",1.3400000333786,83.673359333425
"1350295",1.3400000333786,83.5301602741356
"1350296",1.3400000333786,86.6603023560337
"1350297",1.3400000333786,81.2810243837478
"1350298",1.3400000333786,78.6675934984868
"1350299",1.3400000333786,78.8724101058208
"1350300",1.3400000333786,80.8582154489214
"1350301",1.3400000333786,80.7121957085325
"1350302",1.3400000333786,79.0446968322355
"1350303",1.3400000333786,79.1975128234672
"1350304",1.3400000333786,77.7071820416689
"1350305",1.3400000333786,75.6543369259106
"1350307",1.3400000333786,77.2312821195332
"1350308",1.3400000333786,79.2262018763553
"1350309",1.3400000333786,82.0261884595355
"1350310",1.3400000333786,87.8916479154815
"1350311",1.3400000333786,83.7279365901723
"1350314",1.3400000333786,82.765561082268
"1350318",1.3400000333786,78.3248123320159
"1350322",1.3400000333786,74.0896285684957
"1354600",1.3400000333786,91.1253725977638
"1354601",1.3400000333786,92.2760343597559
"1354612",1.3400000333786,91.053378970612
"1354613",1.3400000333786,83.3378833279664
"1354614",1.3400000333786,83.1063569575297
"1354615",1.3400000333786,83.9572873084216
"1354616",1.3400000333786,84.711685644635
"1354617",1.3400000333786,82.6255705414283
"1354618",1.3400000333786,84.0712780378548
"1354619",1.3400000333786,84.9120233049741
"1354620",1.3400000333786,79.4012896409579
"1354621",1.3400000333786,82.0358886486066
"1354622",1.3400000333786,81.9115700366384
"1354623",1.3400000333786,79.8944308914006
"1354624",1.3400000333786,73.602286516197
"1354626",1.3400000333786,74.1692755908077
"1354630",1.3400000333786,84.1577491154998
"1354631",1.3400000333786,74.2159694915194
"1354637",1.3400000333786,76.6268949760974
"1354638",1.3400000333786,76.5035599661214
"1354640",1.3400000333786,80.355875922685
"1354643",1.3400000333786,87.8450824701873
"1354648",1.3400000333786,80.8926207832695
"1354649",1.3400000333786,89.1827040659441
"1354650",1.3400000333786,90.422121239526
"1354651",1.3400000333786,87.7147492638039
"1354663",1.3400000333786,82.2221905245842
"1358918",1.3400000333786,83.9319567996062
"1358919",1.3400000333786,90.7201040172749
"1358930",1.3400000333786,86.6389043945348
"1358931",1.3400000333786,85.1006247947078
"1358932",1.3400000333786,88.1890425821107
"1358933",1.3400000333786,88.8237834194427
"1358936",1.3400000333786,88.5918447457117
"1358937",1.3400000333786,88.5727079322224
"1358941",1.3400000333786,82.2312415154836
"1358942",1.3400000333786,78.1847121618316
"1358943",1.3400000333786,80.374851139054
"1358944",1.3400000333786,82.6882279264629
"1358945",1.3400000333786,80.7318722968196
"1358952",1.3400000333786,77.6563075795525
"1358954",1.3400000333786,77.8594800421858
"1358955",1.3400000333786,80.4251363144366
"1358956",1.3400000333786,78.4720371585064
"1358957",1.3400000333786,85.4437066495207
"1358958",1.3400000333786,81.910642871546
"1358960",1.3400000333786,80.5252315619627
"1358961",1.3400000333786,82.0119460591644
"1358962",1.3400000333786,76.6973618828582
"1358963",1.3400000333786,84.0435847093295
"1358964",1.3400000333786,87.2521547016315
"1358965",1.3400000333786,89.2493604953361
"1358966",1.3400000333786,87.2932260880812
"1358967",1.3400000333786,86.1027091027082
"1358968",1.3400000333786,86.3499609045294
"1358969",1.3400000333786,91.3228677016611
"1358972",1.3400000333786,86.0297047040072
"1358983",1.3400000333786,82.3225418119258
"1358984",1.3400000333786,86.8898119247789
"1363236",1.3400000333786,87.2823102442477
"1363237",1.3400000333786,84.7236027714245
"1363238",1.3400000333786,86.6909548984497
"1363239",1.3400000333786,90.327514152788
"1363240",1.3400000333786,88.3710188846304
"1363241",1.3400000333786,90.4157460653513
"1363248",1.3400000333786,89.6867699434308
"1363250",1.3400000333786,88.6393974087901
"1363251",1.3400000333786,86.4616408911839
"1363252",1.3400000333786,84.6992533000555
"1363253",1.3400000333786,83.3037437994742
"1363254",1.3400000333786,86.4750053669404
"1363261",1.3400000333786,82.775831008457
"1363262",1.3400000333786,79.0689869642475
"1363264",1.3400000333786,78.9803939847613
"1363265",1.3400000333786,78.2058892009327
"1363266",1.3400000333786,80.9683104380071
"1363268",1.3400000333786,75.8739602459358
"1363272",1.3400000333786,81.9576199147905
"1363276",1.3400000333786,80.6314541169226
"1363277",1.3400000333786,85.4295253755582
"1363278",1.3400000333786,82.1290092944192
"1363279",1.3400000333786,83.5482164518826
"1363280",1.3400000333786,85.0841089109718
"1363281",1.3400000333786,84.406513617524
"1363283",1.3400000333786,81.2761171485493
"1363284",1.3400000333786,82.3355370688827
"1363285",1.3400000333786,87.6921806299471
"1363286",1.3400000333786,86.6622302692329
"1363287",1.3400000333786,87.0791416076521
"1363288",1.3400000333786,88.4651491265545
"1363289",1.3400000333786,94.7631578436534
"1363290",1.3400000333786,93.630626123359
"1363304",1.3400000333786,81.5975220445448
"1363305",1.3400000333786,86.6386865077312
"1363306",1.3400000333786,88.9810469492773
"1363307",1.3400000333786,87.5951070599326
"1363308",1.3400000333786,85.3928665948771
"1363315",1.3400000333786,87.3486560023484
"1367552",1.3400000333786,85.367528988258
"1367553",1.3400000333786,83.5113717822588
"1367554",1.3400000333786,85.8343314536772
"1367555",1.3400000333786,83.7636506607066
"1367556",1.3400000333786,84.3177281815845
"1367557",1.3400000333786,84.937757025503
"1367558",1.3400000333786,87.2417964834194
"1367559",1.3400000333786,86.5763642550238
"1367560",1.3400000333786,83.793346477109
"1367562",1.3400000333786,89.3447866483175
"1367563",1.3400000333786,90.5399401727875
"1367564",1.3400000333786,90.4646690600377
"1367565",1.3400000333786,90.6644771954665
"1367566",1.3400000333786,90.8714565581681
"1367568",1.3400000333786,88.0647081264753
"1367569",1.3400000333786,86.4147470938051
"1367573",1.3400000333786,83.164045752989
"1367574",1.3400000333786,87.1528302596708
"1367575",1.3400000333786,88.1224127153232
"1367578",1.3400000333786,85.3921421045283
"1367579",1.3400000333786,82.208680926196
"1367580",1.3400000333786,84.4102298490832
"1367581",1.3400000333786,85.7944988526161
"1367582",1.3400000333786,79.5171995781473
"1367586",1.3400000333786,79.6904957356398
"1367590",1.3400000333786,83.5671242417588
"1367594",1.3400000333786,77.5938492584833
"1367595",1.3400000333786,79.5562047565765
"1367597",1.3400000333786,83.6991194977689
"1367598",1.3400000333786,83.4757425867019
"1367599",1.3400000333786,86.8246427076736
"1367600",1.3400000333786,89.0499636363388
"1367601",1.3400000333786,86.1254949319855
"1367602",1.3400000333786,85.3657284333874
"1367603",1.3400000333786,82.5703322434394
"1367604",1.3400000333786,82.5961115972559
"1367605",1.3400000333786,87.0252838371045
"1367606",1.3400000333786,86.3668435319977
"1367607",1.3400000333786,88.0897881888797
"1367608",1.3400000333786,88.6729505218461
"1367609",1.3400000333786,90.8521504739485
"1367610",1.3400000333786,92.0801692365429
"1367611",1.3400000333786,92.5953075649656
"1367612",1.3400000333786,91.7617194833375
"1367621",1.3400000333786,76.9295545330085
"1367626",1.3400000333786,89.3657727659279
"1367627",1.3400000333786,89.1160076470239
"1367628",1.3400000333786,85.7956407606516
"1367629",1.3400000333786,84.7858816705698
"1367630",1.3400000333786,86.774368873609
"1367632",1.3400000333786,82.2712939438762
"1371871",1.3400000333786,85.7227206150662
"1371872",1.3400000333786,81.5692184785126
"1371873",1.3400000333786,83.3295342653731
"1371875",1.3400000333786,84.9022207603673
"1371876",1.3400000333786,86.810551985594
"1371877",1.3400000333786,82.3784288180074
"1371881",1.3400000333786,82.2380155697384
"1371882",1.3400000333786,83.5462703084278
"1371883",1.3400000333786,86.5685284484187
"1371884",1.3400000333786,81.9576604924782
"1371885",1.3400000333786,83.1427873427328
"1371887",1.3400000333786,83.9571901013111
"1371890",1.3400000333786,85.6288391043397
"1371892",1.3400000333786,72.8616167738729
"1371893",1.3400000333786,81.9863082156404
"1371894",1.3400000333786,88.4096442757147
"1371899",1.3400000333786,75.809930667247
"1371900",1.3400000333786,74.733651766376
"1371902",1.3400000333786,86.3655134517873
"1371903",1.3400000333786,77.7979764222564
"1371904",1.3400000333786,81.7426855168376
"1371905",1.3400000333786,79.3793219643583
"1371908",1.3400000333786,75.8881010137154
"1371909",1.3400000333786,78.2704289913668
"1371910",1.3400000333786,78.3829470138155
"1371915",1.3400000333786,76.0401963881749
"1371916",1.3400000333786,76.9700007563431
"1371919",1.3400000333786,89.0605421711713
"1371920",1.3400000333786,86.1943169697138
"1371921",1.3400000333786,87.950775302705
"1371922",1.3400000333786,83.6934897971912
"1371923",1.3400000333786,78.2062944815708
"1371924",1.3400000333786,84.1473004731474
"1371925",1.3400000333786,84.507244619406
"1371926",1.3400000333786,80.1803949851992
"1371927",1.3400000333786,80.6950005938118
"1371928",1.3400000333786,88.1814628995916
"1371929",1.3400000333786,88.0598302766001
"1371930",1.3400000333786,86.5482118248632
"1371931",1.3400000333786,88.3945884632071
"1371932",1.3400000333786,92.0694137837195
"1371946",1.3400000333786,76.7770141720481
"1371947",1.3400000333786,83.9033975037286
"1371948",1.3400000333786,87.6109189434995
"1371949",1.3400000333786,80.366081618204
"1371955",1.3400000333786,80.3001428688398
"1376188",1.3400000333786,79.3753474868642
"1376189",1.3400000333786,87.5814555072635
"1376190",1.3400000333786,86.1055425989124
"1376191",1.3400000333786,87.4283227517252
"1376192",1.3400000333786,85.8636450962773
"1376196",1.3400000333786,90.2569735356471
"1376197",1.3400000333786,89.119810553409
"1376200",1.3400000333786,88.7113221390765
"1376201",1.3400000333786,86.251059801083
"1376204",1.3400000333786,80.7565934838099
"1376205",1.3400000333786,79.9776242311506
"1376206",1.3400000333786,85.2401766035499
"1376207",1.3400000333786,81.1496706899791
"1376210",1.3400000333786,81.5379877706993
"1376211",1.3400000333786,87.50789607576
"1376213",1.3400000333786,93.5645544922216
"1376216",1.3400000333786,88.4512522953323
"1376217",1.3400000333786,86.3684127129915
"1376227",1.3400000333786,76.7148910121555
"1376228",1.3400000333786,78.8852703717574
"1376229",1.3400000333786,78.4607951408544
"1376237",1.3400000333786,77.8264907812718
"1376239",1.3400000333786,84.3973998253537
"1376242",1.3400000333786,82.9734605584667
"1376244",1.3400000333786,84.8755488739091
"1376245",1.3400000333786,80.0821267289732
"1376246",1.3400000333786,83.5617954817935
"1376247",1.3400000333786,84.9922690335149
"1376248",1.3400000333786,81.8052694056916
"1376249",1.3400000333786,80.2302332911113
"1376250",1.3400000333786,73.9712999593734
"1376251",1.3400000333786,72.1750659857662
"1376252",1.3400000333786,72.8810142371622
"1376253",1.3400000333786,80.833960609999
"1376254",1.3400000333786,88.6596897532469
"1376255",1.3400000333786,92.4502590586028
"1376256",1.3400000333786,88.2834793026477
"1376257",1.3400000333786,80.8678076191209
"1376258",1.3400000333786,82.9826574855989
"1376264",1.3400000333786,72.8456741127805
"1376268",1.3400000333786,71.0629137110328
"1376276",1.3400000333786,93.1911041816101
"1380509",1.3400000333786,88.9896858178585
"1380510",1.3400000333786,87.5309608483708
"1380511",1.3400000333786,88.0342337826424
"1380512",1.3400000333786,85.3611247133922
"1380513",1.3400000333786,84.6108724569243
"1380514",1.3400000333786,83.1710428541035
"1380515",1.3400000333786,84.9479045696743
"1380520",1.3400000333786,89.8705285695203
"1380521",1.3400000333786,86.8796610575467
"1380522",1.3400000333786,83.7224765130384
"1380523",1.3400000333786,85.5287885362608
"1380524",1.3400000333786,87.7790010175494
"1380525",1.3400000333786,84.0895139954265
"1380526",1.3400000333786,84.9202267933459
"1380527",1.3400000333786,87.3505705243903
"1380528",1.3400000333786,86.2500019591348
"1380530",1.3400000333786,79.265400219813
"1380531",1.3400000333786,80.8891491340897
"1380547",1.3400000333786,78.7588345688616
"1380548",1.3400000333786,77.5004626247497
"1380550",1.3400000333786,74.3970813492127
"1380559",1.3400000333786,77.5767181719247
"1380561",1.3400000333786,81.9796054308793
"1380565",1.3400000333786,83.4718159386373
"1380566",1.3400000333786,81.3344171484958
"1380568",1.3400000333786,79.3843604181177
"1380569",1.3400000333786,83.0134986532414
"1380572",1.3400000333786,81.1568828256301
"1380573",1.3400000333786,84.8079032948299
"1380574",1.3400000333786,86.8421838395066
"1380575",1.3400000333786,89.0279019858686
"1380576",1.3400000333786,87.3428600144939
"1380578",1.3400000333786,81.1923292275926
"1380589",1.3400000333786,74.0955000541256
"1380590",1.3400000333786,81.1701431108048
"1380598",1.3400000333786,90.867864799719
"1380599",1.3400000333786,88.1943963642353
"1380600",1.3400000333786,72.907280703478
"1384829",1.3400000333786,86.2460645913359
"1384830",1.3400000333786,88.427501393931
"1384831",1.3400000333786,87.8292881984892
"1384832",1.3400000333786,87.4310595445883
"1384833",1.3400000333786,88.7354278326239
"1384834",1.3400000333786,84.0758241810934
"1384835",1.3400000333786,84.979063429286
"1384836",1.3400000333786,84.7676265397641
"1384837",1.3400000333786,86.5748951308686
"1384838",1.3400000333786,88.8598962876948
"1384840",1.3400000333786,87.1053826442368
"1384841",1.3400000333786,85.5805015932652
"1384842",1.3400000333786,84.025702687791
"1384844",1.3400000333786,81.144426730138
"1384846",1.3400000333786,82.9348279420924
"1384848",1.3400000333786,85.3116145514546
"1384849",1.3400000333786,88.9102721104447
"1384851",1.3400000333786,89.9987278752917
"1384861",1.3400000333786,83.0885686687898
"1384876",1.3400000333786,77.1569070146866
"1384883",1.3400000333786,77.4275909280703
"1384884",1.3400000333786,76.2515775382611
"1384885",1.3400000333786,79.9369102877648
"1384886",1.3400000333786,81.5064724279887
"1384890",1.3400000333786,82.8607904466759
"1384891",1.3400000333786,80.2969916043031
"1384892",1.3400000333786,86.0858764486196
"1384893",1.3400000333786,84.2204328881431
"1384894",1.3400000333786,80.9101162855904
"1384895",1.3400000333786,84.0146177206169
"1384896",1.3400000333786,80.2182459708424
"1384897",1.3400000333786,79.098633652345
"1384898",1.3400000333786,78.9670413462418
"1384900",1.3400000333786,83.6201041785212
"1384901",1.3400000333786,86.738298112532
"1384902",1.3400000333786,87.7607781074835
"1384911",1.3400000333786,80.745614583627
"1384917",1.3400000333786,86.9690536231667
"1384921",1.3400000333786,83.5757088376476
"1384922",1.3400000333786,81.955321674519
"1389142",1.3400000333786,79.0682059393351
"1389143",1.3400000333786,81.7385192589519
"1389145",1.3400000333786,88.2895901671654
"1389147",1.3400000333786,87.0706392106868
"1389148",1.3400000333786,82.5746135193405
"1389149",1.3400000333786,85.4303203945889
"1389151",1.3400000333786,90.7762502952638
"1389152",1.3400000333786,88.4521206258482
"1389153",1.3400000333786,87.8302994147365
"1389154",1.3400000333786,82.3392957797249
"1389155",1.3400000333786,85.7621029016058
"1389157",1.3400000333786,88.8640654464845
"1389158",1.3400000333786,88.0785709528111
"1389163",1.3400000333786,76.4008399477622
"1389164",1.3400000333786,71.8814996237228
"1389165",1.3400000333786,66.61925975219
"1389166",1.3400000333786,77.0119384971012
"1389168",1.3400000333786,83.2762049242044
"1389172",1.3400000333786,88.7556252671509
"1389173",1.3400000333786,86.9438078197406
"1389174",1.3400000333786,85.1504150376852
"1389175",1.3400000333786,85.6286611897592
"1389185",1.3400000333786,77.3950707001163
"1389187",1.3400000333786,79.5669260196614
"1389194",1.3400000333786,77.8163291144257
"1389195",1.3400000333786,76.5811426480269
"1389202",1.3400000333786,77.8259537981781
"1389205",1.3400000333786,74.4705235560943
"1389206",1.3400000333786,81.331611647333
"1389207",1.3400000333786,85.8660836487947
"1389208",1.3400000333786,78.4059990263543
"1389210",1.3400000333786,80.2977328725511
"1389211",1.3400000333786,83.6839378139705
"1389212",1.3400000333786,84.1528429863814
"1389213",1.3400000333786,83.9503998317954
"1389214",1.3400000333786,86.8169846625436
"1389215",1.3400000333786,86.7410493947296
"1389216",1.3400000333786,82.9318890857693
"1389217",1.3400000333786,82.1012231112072
"1389221",1.3400000333786,81.7370360101381
"1389222",1.3400000333786,84.3283771955588
"1389231",1.3400000333786,79.300507158072
"1389232",1.3400000333786,81.834085783673
"1389240",1.3400000333786,89.7503309326125
"1393461",1.3400000333786,80.4826314794144
"1393462",1.3400000333786,80.3998774026513
"1393463",1.3400000333786,84.6493966387251
"1393464",1.3400000333786,85.8009228419641
"1393465",1.3400000333786,88.2082713529628
"1393466",1.3400000333786,88.4604405997239
"1393467",1.3400000333786,83.8153729181853
"1393468",1.3400000333786,84.2510131324839
"1393470",1.3400000333786,84.8078512615418
"1393471",1.3400000333786,87.8014843593193
"1393472",1.3400000333786,91.9262606908924
"1393473",1.3400000333786,89.35669118873
"1393474",1.3400000333786,83.3549413427379
"1393475",1.3400000333786,80.9760602200705
"1393476",1.3400000333786,84.4383345771262
"1393477",1.3400000333786,83.2742784445302
"1393478",1.3400000333786,82.2201195336321
"1393479",1.3400000333786,83.4946655622351
"1393480",1.3400000333786,84.7050459725937
"1393481",1.3400000333786,81.2075821033216
"1393483",1.3400000333786,75.5341549371228
"1393486",1.3400000333786,78.4695397582016
"1393487",1.3400000333786,82.8890127008942
"1393488",1.3400000333786,85.820529822138
"1393494",1.3400000333786,83.6807409337106
"1393495",1.3400000333786,81.397043748165
"1393496",1.3400000333786,75.7289258095463
"1393512",1.3400000333786,84.586805219359
"1393514",1.3400000333786,84.7678871473621
"1393520",1.3400000333786,72.7375846619444
"1393522",1.3400000333786,77.637443028243
"1393523",1.3400000333786,81.484138841612
"1393525",1.3400000333786,76.2748246456397
"1393526",1.3400000333786,78.1265271743227
"1393527",1.3400000333786,85.8320969123573
"1393528",1.3400000333786,80.9697717606013
"1393529",1.3400000333786,82.01400725674
"1393530",1.3400000333786,81.9150783542788
"1393531",1.3400000333786,86.4025994718014
"1393532",1.3400000333786,85.3024009652891
"1393533",1.3400000333786,82.103054882226
"1393534",1.3400000333786,85.6979501576946
"1393535",1.3400000333786,88.3981762823664
"1393536",1.3400000333786,84.9813529029381
"1393537",1.3400000333786,83.8555700622292
"1393539",1.3400000333786,87.699673799706
"1393542",1.3400000333786,86.5570765088041
"1393543",1.3400000333786,81.0249830587595
"1393561",1.3400000333786,77.5501217813932
"1397779",1.3400000333786,72.1046061123371
"1397781",1.3400000333786,83.5910725961054
"1397782",1.3400000333786,83.7702993540803
"1397783",1.3400000333786,81.7389728771142
"1397784",1.3400000333786,86.1906962790823
"1397785",1.3400000333786,86.3532885951471
"1397786",1.3400000333786,80.3891422491011
"1397787",1.3400000333786,81.9396333487389
"1397788",1.3400000333786,86.3621326360328
"1397789",1.3400000333786,87.5763582641652
"1397790",1.3400000333786,88.9217093701177
"1397791",1.3400000333786,89.2681266975737
"1397792",1.3400000333786,90.8766666336599
"1397793",1.3400000333786,90.060854943013
"1397794",1.3400000333786,84.3978542883861
"1397795",1.3400000333786,74.8013736991673
"1397796",1.3400000333786,80.4783545193819
"1397798",1.3400000333786,87.3947242815591
"1397799",1.3400000333786,84.2364301160397
"1397800",1.3400000333786,82.65515791396
"1397801",1.3400000333786,83.6021712011876
"1397802",1.3400000333786,81.9139697639353
"1397803",1.3400000333786,79.0760555849447
"1397804",1.3400000333786,79.676206470187
"1397805",1.3400000333786,80.7944440978234
"1397806",1.3400000333786,85.2036874406773
"1397807",1.3400000333786,82.6008307167861
"1397808",1.3400000333786,80.481425130576
"1397809",1.3400000333786,84.0711064523503
"1397810",1.3400000333786,88.0675508341796
"1397814",1.3400000333786,83.3354164255066
"1397815",1.3400000333786,83.0517546313673
"1397818",1.3400000333786,79.9039063270151
"1397827",1.3400000333786,80.0270383014656
"1397829",1.3400000333786,80.5513670635482
"1397837",1.3400000333786,74.9512618136859
"1397841",1.3400000333786,75.2271764640766
"1397846",1.3400000333786,75.0278612738869
"1397847",1.3400000333786,77.2051250388899
"1397848",1.3400000333786,83.0471385111833
"1397849",1.3400000333786,86.1987455628842
"1397850",1.3400000333786,85.6716325285991
"1397851",1.3400000333786,86.4205250102407
"1397852",1.3400000333786,84.7535065394546
"1397853",1.3400000333786,79.3927172073793
"1397855",1.3400000333786,81.0330653979021
"1397858",1.3400000333786,85.8968564377045
"1397859",1.3400000333786,85.6744820492312
"1397860",1.3400000333786,86.2002955117
"1397861",1.3400000333786,80.9649539503546
"1397862",1.3400000333786,74.6036774615846
"1397874",1.3400000333786,78.4440709517242
"1397875",1.3400000333786,83.8966280474019
"1402099",1.3400000333786,81.0837797475731
"1402100",1.3400000333786,78.5052638441272
"1402101",1.3400000333786,82.2318631255489
